0.07779018,0.15654743,-0.07286291,-0.115282394,-0.03318583,-0.14189251,-0.05510285,-0.050054178,-0.006474438,-0.076844305,-0.11254078,0.1289338,-0.1344816,0.16943666,0.048535135,0.04684047,0.12520467,-0.13470942,0.031388283,0.10377519,0.06706873,-0.16161399,0.035350453,-0.026131315,0.0060472516,-0.13761398,0.025734758,0.1487409,0.09000242,-0.013407719,-0.1486125,0.025033012
0.10786232,-0.034193546,0.05385704,-0.038554225,-0.09124824,-0.11908992,-0.16714317,0.14732394,-0.0035463115,-0.09473427,0.18066615,-0.032533456,-0.09691091,-0.1561967,-0.05656357,-0.0031513695,0.113039136,-0.08637213,0.121020064,-0.11620196,0.010050231,-0.098387785,-0.0038852063,-0.05967778,-0.0687187,-0.13998908,0.16301948,5.042025e-05,0.09935031,-0.058248557,0.09201375,-0.15469207
0.12507524,-0.111506216,0.09274116,-0.061456144,-0.08362435,-0.03552957,-0.034912523,0.14083114,-0.0019018068,-0.13926783,0.09587028,-0.12945238,-0.0362954,0.14462551,-0.03443654,-0.0019039494,-0.008352695,0.020692362,-0.051082652,-0.103292935,-0.00062014855,0.091030516,-0.10746717,-0.065310255,0.12444745,-0.1278513,-0.040817436,0.03709429,0.11921167,0.06526907,0.13848035,0.02559898
0.031425953,0.094549924,-0.08934042,0.05083388,0.00087126275,-0.013521439,-0.13667676,0.044980153,-0.06653491,-0.0395288,0.13466464,0.11441277,-0.014054557,0.008404261,0.036298655,-0.052155226,-0.10556247,0.11262841,0.04989121,0.055568006,-0.11007692,0.16362287,-0.13943012,0.1454311,-0.0013884185,0.11829044,-0.15705556,0.15573287,-0.11871744,0.05640076,-0.120763786,-0.11848575
-0.023695905,0.06032097,0.002089326,0.09773254,0.12894566,-0.0519423,0.011637361,0.09455973,0.11943224,-0.13205476,0.12235607,-0.09489647,-0.020853879,0.120764196,-0.1545455,-0.054192428,0.1505656,-0.118758075,-0.059434745,0.01134352,-0.016389454,-0.05826766,-0.085463084,-0.079987586,-0.063927576,0.13339736,-0.03134668,0.027948854,0.0015936311,0.09416377,-0.02355489,0.04915955
-0.07577906,-0.10258289,0.07597594,0.0818061,-0.045231137,-0.14746945,-0.06749478,-0.09987391,-0.062334403,0.031142563,0.15611006,0.05857893,0.08204898,-0.12844138,-0.068291254,0.14518097,0.06960803,0.07673732,-0.055107206,-0.030985931,-0.1527998,-0.16267295,-0.0603583,0.012461984,-0.110176586,-0.15223397,0.16063267,-0.031876266,-0.0836559,0.096405335,-0.048705075,-0.118629225
-0.12958884,-0.0111979,0.13139968,-0.1118037,-0.05087453,-0.092680894,-0.0100676315,-0.12997347,-0.15157638,-0.15980946,-0.028920295,-0.04789193,-0.15460473,0.030826008,0.04971833,0.16889125,-0.0043815225,-0.036139987,0.081615016,-0.13489182,-0.1484975,-0.107811384,-0.065048926,0.003950924,0.06270298,-0.010395827,0.105470434,0.0011094296,-0.08732324,-0.007034085,-0.15635356,-0.09086195
-0.07919923,-0.034144454,-0.040796142,0.13912317,0.013274989,-0.11690591,-0.056789625,-0.0064725196,-0.10950971,0.109249555,0.019684158,0.15861075,0.05135287,0.13469236,0.008256739,-0.044471607,-0.018768774,0.12562586,0.09482207,-0.020779992,-0.13998327,-0.068803824,0.01533005,0.1273763,0.039619632,-0.017549159,0.07689187,0.013471707,-0.09388898,-0.06717574,-0.15785865,0.09570099
0.16126095,0.019971693,-0.091501735,0.10428277,-0.115810566,-0.009346833,-0.05439459,-0.11363164,0.14322793,-0.076451376,-0.14937434,0.1327511,0.1453455,-0.124004714,0.009103694,0.101480015,-0.15791047,0.0927762,-0.0266604,0.05279075,-0.1326286,0.14237005,0.04390335,-0.14638422,0.1305034,0.11389772,0.025083248,-0.08482443,0.037972655,0.10310729,-0.08340159,0.07303064
-0.018505432,0.12404195,0.0030502602,0.040046822,-0.12695391,-0.12028206,-0.0975848,0.02111007,0.060040228,-0.08110974,0.11892371,0.10639901,0.091340855,-0.11908809,-0.07029732,-0.0323702,-0.1360087,0.06492531,0.13846706,0.00076973793,0.0038840529,0.084215805,-0.036331948,-0.030893791,0.11500872,0.14002949,-0.04296189,-0.107483074,-0.041385524,0.008016544,-0.027891401,-0.108477786
